Dizi Adı,Senarist,Yönetmen,Başrol,Ülke,Kanal,Durumu,Konu,Sezon Sayısı,Bölüm Sayısı,Yapımcı,Yayın tarihi,Platform,Tema Müziği Bestecisi
"Gülümse Yeter, Link",Banu Kiremitçi,Serdar Gözelekli,Erdal ÖzyağcılarAslı BekiroğluYılmaz KuntSeray KayaPamir PekinSermet Yeşil,Türkiye,Show TV,Sona erdi,"Gülümse Yeter, MF Yapım imzalı, ilk bölümü 12 Temmuz 2016 tarihinde yayımlanan, yönetmenliğini Serdar Gözelekli’nin üstlendiği, senaryosunu Banu Kiremitçi'nin yazdığı, başrollerini Erdal Özyağcılar, Aslı Bekiroğlu, Yılmaz Kunt, Seray Kaya, Pamir Pekin ve Sermet Yeşil'in paylaştığı, Show TV'de yayımlanan aile ve komedi türündeki Türk televizyon dizisidir. Dizi, 17 Ocak 2017 tarihinde yayımlanan 24. bölümüyle final yaparak sona ermiştir.",1,24,Faruk Beyhan,12 Temmuz 2016 (2016-07-12) - 17 Ocak 2017 (2017-01-17),,
"Hangimiz Sevmedik, Link",Alphan DikmenBaşak Angigün,Metin Balekoğlu,Can YamanSelen SoyderYeliz Kuvancı,Türkiye,TRT 1,Sona erdi,"Hangimiz Sevmedik, BSK Yapım imzalı, komedi ve dram türündeki Türk televizyon dizisidir. Dizi, 15 Temmuz 2016 tarihinde TRT 1'de yayımlanmaya başladı ve 22 Mayıs 2017 tarihinde yayımlanan 40. bölümü ile final yaparak sona ermiştir. Dizinin başrol oyuncusu Selen Soyder, oyunculardan Can Yaman ile yaşadığı kavga sonrası diziden ayrılmıştır.[1]",1,40,Çağrı Bingüller,15 Temmuz 2016 - 22 Mayıs 2017,,
"Hanım Köylü, Link",Baykut BademFiliz Ekinci,Mustafa Şevki Doğan,Yusuf ÇimGülsim AliMehmet ÖzgürToygan Avanoğlu,Türkiye,Star TV (HD),Sona erdi,"Hanım Köylü, Gold Film imzalı, ilk bölümü 23 Nisan 2016 tarihinde yayımlanan Türk yapımı aile ve romantik komedi türündeki televizyon dizisidir. Başrollerini Yusuf Çim ve Gülsim Ali paylaşmıştır. Dizi, 1 Ağustos 2016 tarihinde yayımlanan 13. bölümüyle final yaparak sona ermiştir.",1,13 (bölümleri listesi),Faruk Turgut,23 Nisan 2016 - 1 Ağustos 2016,,
"Hayat Bazen Tatlıdır, Link",Caner GülerYaşar ArakResul ErtaşYelda Açıkgöz,Hamdi Alkan,Birce AkalayUfuk ÖzkanKanbolat Görkem Arslan,Türkiye,Star TV,Sona erdi,"Hayat Bazen Tatlıdır, Süreç Film imzalı, 2016-2017 yılları arasında Star TV'de yayımlanan dram, komedi ve gençlik türündeki Türk televizyon dizisidir. Dizi, 26. bölümü ile final yaparak sona erdi.",1,26 (bölümleri listesi),İnci Gündoğduİsmail Gündoğdu,16 Ekim 2016 - 30 Nisan 2017,,Jingleb TV
"Hayat Sevince Güzel, Link",Hülya KoperHikaye Üretim Merkezi,Eray Koçak,Ekin Mert DaymazAlgı EkeBurak Çelik,Türkiye,FOX,Sona erdi,"Hayat Sevince Güzel, Limon Film imzalı, ilk bölümü 6 Haziran 2016 tarihinde yayımlanan, yönetmenliğini Eray Koçak'ın üstlendiği, senaryosunu Hülya Koper ve Hikaye Üretim Merkezi'nin yazdığı, başrollerini Ekin Mert Daymaz, Algı Eke ve Burak Çelik'in paylaştığı komedi türündeki Türk televizyon dizisidir.[1] Dizi, 3 Ekim 2016 tarihinde yayımlanan 15. bölümü ile final yaparak sona erdi.[2]",1,15,Hayri Aslan,6 Haziran 2016 - 3 Ekim 2016,,
"Hayat Şarkısı, Link",Mahinur Ergun,Cem Karcı,Burcu BiricikBirkan Sokullu Ahmet Mümtaz Taylan,Türkiye,Kanal D,Sona erdi,"Hayat Şarkısı, Most Production imzalı, 2016-2017 yılları arasında Kanal D'de yayımlanan dram, romantik ve aile türündeki Türk televizyon dizisidir. Başrollerini; Burcu Biricik, Birkan Sokullu ve Ahmet Mümtaz Taylan paylaşmaktadır. Dizi, Flames of Desire adlı dizinin Türkiye uyarlamasıdır.[1][2][3][4][5] 2 sezondan oluşan dizi, 57. bölümü ile final yaparak sona erdi.",2,57 (bölümleri listesi),Gül Oğuz,9 Şubat 2016 - 6 Haziran 2017,,Mithat Can Özer
"Hayatımın Aşkı, Link",Gökhan HorzumEkin Atalar,Hakan Kırvavaç,Serkan ÇayoğluHande Doğandemir,Türkiye,Kanal D,Sona erdi,"Hayatımın Aşkı, Lucky Red imzalı, yönetmenliğini Hakan Kırvavaç'ın yaptığı, başrollerini Serkan Çayoğlu ve Hande Doğandemir’in paylaştığı romantik komedi türündeki Türk televizyon dizisidir. Dizi, 18 Eylül 2016 tarihinde yayımlanan 17. bölümüyle final yaparak sona erdi.",1,17,Shebnem Askin,15 Mayıs 2016 - 18 Eylül 2016,,
"İçerde, Link",Ertan KurtulanToprak KaraoğluVolkan Sümbül,Uluç Bayraktar,Çağatay UlusoyAras Bulut İynemliÇetin TekindorMustafa Uğurlu,Türkiye,Show TV,Sona erdi,"İçerde, Ay Yapım imzalı, ilk bölümü 19 Eylül 2016 tarihinde yayımlanan, ABD yapımı Köstebek filminden uyarlanan, yapımcılığını Kerem Çatay'ın üstlendiği, yönetmenliğini Uluç Bayraktar'ın yaptığı, başrollerini Çağatay Ulusoy, Aras Bulut İynemli, Çetin Tekindor ve Mustafa Uğurlu'nun paylaştığı Türk yapımı aksiyon, polisiye ve dram türündeki televizyon dizisi.[1] Dizi, 19 Haziran 2017 tarihinde yayımlanan 39. bölümü ile final yaparak sona erdi.[2]",1,39 (bölümleri listesi),Kerem Çatay,19 Eylül 2016 - 19 Haziran 2017,,Toygar Işıklı
İlişki Durumu,Banu Kiremitçi Bozkurt,Bülent İşbilen,Berk OktaySeren ŞirinceNurseli İdizSerenay Aktaş,Türkiye,Show TV (HD),Sona erdi,,1,4 (bölümleri listesi),Faruk Bayhan,1 Ekim 2016 - 22 Ekim 2016,,Aria
"İstanbul Sokakları, Link",Zülfük YücelZehra Yücel,Adnan Güler,Caner CindorukGizem KaracaRıza KocaoğluNaz ElmasDerya AlaboraMine Şenhuy TeberSitare AkbaşGüven Murat AkpınarBerkay Ateş,Türkiye,Show TV,Sona erdi,"İstanbul Sokakları, Gold Film imzalı, ilk bölümü 18 Nisan 2016 tarihinde yayımlanan, yönetmenliğini Adnan Güler'in yaptığı, başrollerini Caner Cindoruk, Gizem Karaca, Rıza Kocaoğlu, Naz Elmas, Derya Alabora, Mine Şenhuy Teber, Sitare Akbaş, Güven Murat Akpınar ve Berkay Ateş'in paylaştıkları,  Show TV'de yayımlanan dram ve aşk türündeki Türk televizyon dizisidir. Dizi, 13 Haziran 2016 tarihinde yayımlanan 9. bölümü ile final yaparak sona erdi.",1,9,Faruk Turgut,18 Nisan 2016 - 13 Haziran 2016,,
"Kaçın Kurası, Link",Engin ElgünErgun ElgünIrmak BahçeciGizem Merve Kabaoğlu,İnci BalbanoğluElmas Balbanoğlu,Selin ŞekerciSerhat Teomanİbrahim KendirciAçelya Devrim YılhanBurak TamdoğanBurcu AltınKöksal Engür,Türkiye,atv,Sona erdi,"Kaçın Kurası, NTC Medya imzalı, 2016 yılında atv'de yayımlanmış olan aşk ve romantik komedi türündeki Türk televizyon dizisidir. Dizi, 4. bölümü ile sona erdi.",1,4 (bölümleri listesi),Yeşim AlpNazlı Heptürk,23 Eylül 2016 - 14 Ekim 2016,,
"Kalbimdeki Deniz, Link",Leyla Uslu OterBerat Deniz DemirbilekKerem BozokFunda ÇetinLeman Akyar EsenCan Sinan,Hakan İnan,Özge ÖzberkKutsi,Türkiye,FOX,Sona erdi,"Kalbimdeki Deniz, Pastel Film imzalı, yönetmenliğini Hakan İnan'ın birlikte üstlendiği, senaryosunu Leyla Uslu Oter, Berat Deniz Demirbilek, Kerem Bozok, Funda Çetin, Leman Akyar Esen ve Can Sinan'ın yazdığı, başrollerini Özge Özberk ve Kutsi'nin paylaştığı, FOX'da yayımlanan dram türündeki Türk televizyon dizisi. Dizi, 12 Mart 2018 tarihinde yayımlanan 60. bölümü ile final yaparak sona erdi.",2,60 (bölümleri listesi),Yaşar İrvülEfe İrvül,22 Ekim 2016 - 12 Mart 2018,,
Kanıt,Ahmet SaatçioğluPınar ErkumAlper Pala,Abdullah Oğuz,Tansel ÖngelBaşak GürözAhmet Olgun SünearGurur AydoğanOkday KorunanMüge MertsonEbru AytemurMustafa AçılanHayati Akbaş,Türkiye,Kanal D,Sona erdi,,1,8 (bölümleri listesi),Abdullah OğuzMuzaffer Yıldırım,12 Temmuz 2016 - 30 Ağustos 2016,,
"Kehribar, Link",Sinan TuzcuAli Aydın,Yıldız Hülya Bilban,Gürkan UygunAyça VarlıerNecip Memili,Türkiye,atv,Sona erdi,"Kehribar, Süreç Film imzalı, 18 Mart 2016 tarihinde atv'de yayımlanmaya başlayan, yapımcılığını Ali Gündoğdu'nun üstlendiği, Başrollerini Gürkan Uygun, Ayça Varlıer ve Necip Memili’nin paylaştığı aksiyon ve dram türündeki Türk televizyon dizisidir. Dizi, 24 Haziran 2016 tarihinde yayımlanan 15. bölümü ile final yaparak sona erdi.[1]",1,15,Ali Gündoğdu,18 Mart 2016 - 24 Haziran 2016,,
"Kış Güneşi, Link",Ayça MutlugilAlev ToprakoğluErkan ÇıplakHale Çalap,Murat Onbul (1-5)Deniz KoloşSerhan Şahin,Şükrü ÖzyıldızAslı EnverŞenay GürlerMahir GünşirayBaşak ParlakHakan GerçekBerrak KuşMehmet EsenHakan Boyav,Türkiye,Show TV,Sona erdi,"Kış Güneşi, Endemol Shine Turkey imzalı, 23 Şubat 2016 tarihinde Show TV'de yayımlanmaya başlayan, yönetmenliğini Deniz Koloş ve Serhan Şahin'in birlikte üstlendiği, senaryosunu Ayça Mutlugil, Alev Toprakoğlu, Erkan Çıplak ve Hale Çalap'ın yazdığı, başrollerini Şükrü Özyıldız, Aslı Enver, Şenay Gürler, Mahir Günşiray, Başak Parlak, Hakan Gerçek, Berrak Kuş ve Mehmet Esen'in paylaştığı, Show TV'de yayımlanan dram ve romantik türdeki Türk televizyon dizisi. Dizi, 21 Haziran 2016 tarihinde yayımlanan 18. bölümü ile final yapmıştır.",1,18,Gökhan TatarerHakan Eren,23 Şubat 2016 - 21 Haziran 2016,,
"Kördüğüm, Link",F Klayve,Gökçen Usta Çaylar,İbrahim ÇelikkolAlican YücesoySaadet Işıl AksoyBelçim Bilgin,Türkiye,FOX,Sona erdi,"Kördüğüm, 2016 yılında FOX'ta yayımlanan dram ve aşk türündeki Türk televizyon dizisidir. 2 sezondan oluşan dizi, 31. bölümü ile final yaparak sona erdi.",2,31 (bölümleri listesi),H. Hakan Eren  Gökhan Tatarer,7 Ocak 2016 - 20 Ekim 2016,,
"Müdür Ne'aptın?, Link",Özer Atik,,Tolga Çevik (Arkadaşım)Özer Atik (Minik)Fırat Doğu Parlak (Yönetmen),Türkiye,Star TV (2016),Sona erdi,"Müdür Ne'aptın?, Tolga Çevik'in, Fırat Doğu Parlak'ın talimatlarına göre doğaçlama skeç yaptığı eğlence türündeki Türk televizyon programıdır. 15 Haziran 2011 tarihinde sona eren Komedi Dükkanı ve 31 Ocak 2015 tarihinde sona eren Arkadaşım Hoşgeldin programlarının devamı niteliğindedir.",1,13 (bölümleri listesi),25 Film,13 Mart 2016 - 6 Temmuz 2016,,
No,Banu ZenginAslı Zengin,Hasan Tolga PulatEmre Kavuk,Demet ÖzdemirFurkan Palalı,Türkiye,FOX,Sona erdi,,2,65 (bölümleri listesi),Faruk TurgutŞenay Abacı Turgut,1 Haziran 2016 - 25 Ekim 2017,,
"N'olur Ayrılalım, Link",Ayşe Ferda EryılmazNehir Erdem,Yusuf Ömer Sınav,Nilay DuruAras AydınGürgen ÖzNilperi Şahinkaya,Türkiye,FOX,Sona erdi,"N'olur Ayrılalım, Sinegraf imzalı, 2016 yılında FOX'ta yayımlanmış romantik komedi türündeki Türk televizyon dizisidir.[1] Dizi, 5. bölümü ile sona erdi.",1,5 (bölümleri listesi),Osman Sınav,15 Temmuz 2016 - 12 Ağustos 2016,,
"Rengarenk, Link",Ebru Hacıoğlu,Kerem Çakıroğlu,Selin ŞekerciKaan TaşanerÜmit KantarcılarMerve Oflazİnci TürkayFerdi Sancarİbrahim KendirciSerenay AktaşSait Genay,Türkiye,atv,Sona erdi,"Rengarenk, NTC Medya imzalı, 2016 yılında atv'de yayınlanmış olan romantik komedi türündeki Türk televizyon dizisidir. Dizi, 7. bölümü ile sona erdi.",1,7 (bölümleri listesi),Mehmet Yiğit Alp,1 Temmuz 2016 - 9 Eylül 2016,,
"Rüzgarın Kalbi, Link",Özge Efendioğlu,Filiz Gülmez Pakman,Burak Serdar ŞanalDeniz Baysal,Türkiye,FOX,Sona erdi,"Rüzgarın Kalbi, Filmevi Yapım imzalı, ilk bölümü 20 Ağustos 2016 tarihinde  yayımlanan aşk ve dram türündeki Türk televizyon dizisidir. Dizi, 24 Ekim 2016 tarihinde yayımlanan 9. bölümü ile final yaparak ekranlara veda etti.",1,9,Erol Demir,20 Ağustos 2016 - 24 Ekim 2016,,Parlak Projeler
"Seddülbahir 32 Saat, Link",Funda Çetin,Yasin Uslu,Okan Yalabıkİbrahim ÇelikkolDolunay SoysertMurat Ünalmışİlker AksumHakan KurtaşGiovanni ArvanehUğur Güneş,Türkiye,TRT 1,Sona erdi,"Seddülbahir 32 Saat, Okur Film imzalı, yönetmenliğini Yasin Uslu'nun, senaryosunu Funda Çetin'in yaptığı tarihî ve dramatik türdeki mini Türk televizyon dizisidir. Yapımcılığını Ahmet Okur'un üstlendiği dizinin oyuncu kadrosunda Okan Yalabık, İbrahim Çelikkol, Dolunay Soysert, Murat Ünalmış ve İlker Aksum gibi oyuncular yer almaktadır. Sekiz aylık hazırlık sürecinden sonra dört ay devam eden dizi çekimleri Çanakkale'de yapıldı.[1] Dizide 1915 yılında Seddülbahir Cephesi'nde yaşanan olaylar anlatılıyor. Dizi, toplam 4 bölüm halinde 14 Ocak 2016 ile 4 Şubat 2016 tarihleri arasında TRT 1'de yayımlandı.",1,4,Ahmet Okur,14 Ocak 2016 (2016-01-14) - 4 Şubat 2016 (2016-02-04),,
"Sevda Kuşun Kanadında, Link",Oktay BerberMustafa Burak DoğuSelma HacıosmanoğluAlp Emre,Ayhan Özen,Sevtap ÖzaltunMurat Ünalmış,Türkiye,TRT 1 (HD),Sona erdi,"Sevda Kuşun Kanadında, Sonart Medya imzalı, 2016-2017 yılları arasında TRT 1'de yayımlanan Türk yapımı tarihî, dram ve aşk türündeki televizyon dizisidir. Dizinin İlk bölümü 29 Nisan 2016 tarihinde yayımlandı. Başrollerini Sevtap Özaltun ve Murat Ünalmış paylaşmaktadır. Toplam 2 sezondan oluşan dizi, 28 Mart 2017 tarihinde yayımlanan 31. bölümü ile final yaparak sona erdi.",2,31 (bölümleri listesi),Mesut Uçakan,29 Nisan 2016 - 28 Mart 2017,,
"Seviyor Sevmiyor, Link",,Yusuf Pirhasan,Zeynep ÇamcıGökhan AlkanGonca SarıyıldızYiğit Kirazcı,Türkiye,atv,Sona erdi,"Seviyor Sevmiyor, Güney Kore dizisi She Was Pretty'den uyarlanan ve  yapımcılığını MF Yapım’ın üstlendiği, başrollerinde Zeynep Çamcı, Gökhan Alkan, Gonca Sarıyıldız ve Yiğit Kirazcı'nın yer aldığı romantik komedi ve gençlik türündeki Türk televizyon dizisidir. Sadece Asya Pasifik ülkesi oyuncularına verilen bir ödül olan APAN, tarihinde ilk kez Türk oyunculara verildi. Gökhan Alkan ve Zeynep Çamcı Kore dizilerini Türk izleyicisi ile buluşturup dünyaya tanıtılmasına yardımcı oldukları için dizi ekibi adına ""Asia Pasific Özel Ödülü"" aldılar. Dizi, 28. bölümü ile final yaparak sona erdi.",1,28,Faruk Bayhan,15 Haziran 2016 - 12 Şubat 2017,,
"Sıfır Bir, Link",,Kadri Beran Taşkın,Savaş SatışCihangir CeyhanÖzgür MeriçOnur AkbayGökhan DiğicibaşıBurak ŞahinBertan Uçar,Türkiye,,Sona erdi,"Sıfır Bir (S1 F1R B1R olarak stilize edilir), BluTV'de yayınlanan, Kadri Beran Taşkın'ın yönettiği, Adana'da çekilmiş polisiye ve suç türündeki Türk yapımı internet dizisi.[1]",6,43,Doğal Deniz,1 Haziran 2016 (2016-06-01) - 12 Haziran 2019 (2019-06-12),BluTV,Esat Bargun
"Şahane Damat, Link",Ayşe Ferda EryılmazNehir Erdem,Raşit Çelikezer,Burcu ÖzberkAli Ersan DuruNükhet DuruErhan YazıcıoğluMesut YılmazHande KaptanAnıl İlterLeyla GöksunKöksal EngürSelen UçerMert CarimBinnur Şerbetçioğlu,Türkiye,Star TV,Sona erdi,"Şahane Damat, Sinegraf imzalı, yapımcılığını Osman Sınav'ın, Raşit Çelikezer'in ise yönetmenliğini üstlendiği, başrollerini Burcu Özberk, Ali Ersan Duru ve  Nükhet Duru'nun paylaştığı, 2016 yılında Star TV'de yayımlanan romantik komedi ve aile türündeki Türk televizyon dizisi. Dizi, 8. bölümü ile final yaparak ekranlara veda etti.",1,8,Osman Sınav,21 Haziran 2016 - 23 Ağustos 2016,,
"Tatlı İntikam, Link",Kerem DerenPınar Bulut,Barış Erçetin,Leyla Lydia TuğutluFurkan Andıç,Türkiye,Kanal D,Sona erdi,"Tatlı İntikam, D Productions imzalı, 26 Mart 2016 tarihinde Kanal D'de yayınlanmaya başlayan, yönetmenliğini Barıș Erçetin'in üstlendiği, başrollerini Leyla Lydia Tuğutlu, Furkan Andıç ve İlker Kızmaz'ın paylaştığı, senaristliğini Gülsev Karagöz, Zafer Özer Çetinel, Yasemin Özek ve Leyla Uslu Oter'in yaptığı komedi ve romantik türdeki Türk televizyon dizisidir. Dizi, 12 Kasım 2016 tarihinde yayımlanan 30. bölümü ile final yaparak sona erdi.",1,30,Ayşe Durmaz,26 Mart 2016 (2016-03-26) - 12 Kasım 2016 (2016-11-12),,Güliz Ayla
"Umuda Kelepçe Vurulmaz, Link",Yekta TorunDuygu TankaşHilal Yıldız,Cemal Şan,Begüm BirgörenÖzge ÖzderMert YazıcıoğluMelisa ŞenolsunBurak Dakak,Türkiye,FOX,Sona erdi,"Umuda Kelepçe Vurulmaz, Burak Sağyaşar imzalı, ilk bölümü 3 Kasım 2016 tarihinde yayımlanan, yönetmen koltuğuna Cemal Şan'ın oturduğu, senaristliğini Yekta Torun, Duygu Tankaş ve Hilal Yıldız'ın yaptığı, başrollerini Mert Yazıcıoğlu, Melisa Şenolsun ve Begüm Birgören’in paylaştığı, FOX'ta yayımlanan dram ve gençlik türündeki Türk televizyon dizisidir. Dizi, 9 Şubat 2017 tarihinde yayımlanan 15. bölümüyle final yaparak sona erdi.",1,15,Burak Sağyaşar,3 Kasım 2016 (2016-11-03) - 9 Şubat 2017 (2017-02-09),,
"Vatanım Sensin, Link",,Taylan BiraderlerBurak Arlıel,Halit ErgençBergüzar Korel,Türkiye,Kanal D,Sona erdi,"Vatanım Sensin, O3 Medya imzalı, Türk yapımı tarihî ve kurgu türündeki televizyon dizisidir. Osmanlı İmparatorluğu'nun son dönemi anlatılmaktadır. Dizide İzmir'in İşgali yıllarında yaşanan olaylar işlenmektedir. Dizinin baş rollerinde Halit Ergenç ve Bergüzar Korel yer almaktadır. Dizi 27 Ekim 2016 tarihinde Kanal D'de yayımlanmaya başladı.[1] Dizinin kurgulanarak oluşturulan başrol oyuncularından Cevdet'in gerçekte Mustafa Mümin Aksoy olduğuna dair iddialar mevcuttur.[2]  2 sezondan oluşan dizi, 7 Haziran 2018 tarihinde yayımlanan 59. bölümü ile final yaparak sona ermiştir.",2,59 (bölümleri listesi),Saner Ayar,27 Ekim 2016 - 7 Haziran 2018,,Yıldıray Gürgen
"Yüksek Sosyete, Link",Meriç Acemi,Metin Balekoğlu(1-8. bölüm)Feride Kaytan(8-26. bölüm),Hazar ErgüçlüEngin ÖztürkMeriç AralOzan DolunayZuhal Olcay,Türkiye,Star TV,Sona erdi,"Yüksek Sosyete, Bi Yapım imzalı, 2016 yılında Star TV'de yayımlanan romantik komedi türündeki Türk televizyon dizisidir. Dizi, 26. bölümü ile final yaparak sona erdi.",1,26,Burak Sağyaşar,16 Haziran 2016 - 24 Aralık 2016,,
"Yüzyıllık Mühür, Link",Taylan IşıklarVolkan GirginRamazan ŞengülYasin Kaya,Mehmet Bahadır Er,Serkan KuruAli AkdalKemal UçarBarış KüçükgülerYusuf GüneyYiğit ÖzşenerHayal Kahraman ÖzalpNesrin CavadzadeGökcan Gökmen KuruEcem OkçularOnuryay Evrentan AtasalihiSelda AlkorRüchan ÇalışkurCemal ToktaşMehmet EsenMehmet Ali NuroğluMehmet Can Mincinozlu,Türkiye,TRT 1 (2016),Sona erdi,"Yüzyıllık Mühür, Çanakkale Savaşı’nın isimsiz kahramanlarının destansı hikâyelerini anlatan 2016 yapımı tarihî ve dönem türündeki Türk televizyon  dizisidir.",1,15,Galibarda Fikir Sanat (Miraç Kazancı),11 Temmuz 2016 - 20 Aralık 2016,,
"Acı Aşk, Link",Sema Ali ErolFigen ŞakacıMahir Erol,Çağatay Tosun,Seçkin ÖzdemirSelin ŞekerciSezgi Sena AkayAlperen DuymazHüseyin Avni DanyalNeriman UğurErkan Can,Türkiye,Show TV,Sona erdi,"Acı Aşk, TMC Film imzalı, ilk bölümü 20 Aralık 2015 tarihinde yayımlanan, yönetmenliğini Çağatay Tosun’un yaptığı, Show TV'de yayımlanan aşk ve dram türündeki Türk televizyon dizisidir. Başrollerini Seçkin Özdemir, Selin Şekerci ve Sezgi Sena Akay, Alperen Duymaz, Hüseyin Avni Danyal, Neriman Uğur ve Erkan Can paylaşmıştır. Dizi, 13 Mart 2016 tarihinde yayımlanan 13. bölümüyle final yaparak sona ermiştir.[1]",1,13,Erol Avcı,20 Aralık 2015 - 13 Mart 2016,,
"Acil Aşk Aranıyor, Link",Gökhan Horzum Cihan ÇalışkantürkEmine Yeşim Aslan,Hakan İnan,Serhat TeomanDuygu Yetiş,Türkiye,Show TV (HD),Sona erdi,"Acil Aşk Aranıyor, Medyapım imzalı, başrollerini Serhat Teoman ve Duygu Yetiş'in paylaştığı, 2015 yılında Show TV'de yayımlanan aşk ve romantik komedi türündeki Türk televizyon dizisidir. Olaylar tamamen tesadüfle kurgulanmış, Nisan (Duygu Yetiş) karakteri ilk bölümde Sinan (Serhat Teoman) karakterinin başına bir sürü iş açmış, bölüm sonunda da aynı hastanede çalıştıklarını öğrenmişlerdir. 2. sezonda da nefret benzeri duygular aşka dönüşmüş ve birlikte olmaya başlamışlardır.",2,24 (bölümleri listesi),Fatih Aksoy,15 Mart 2015 - 25 Kasım 2015,,Alp Yenier
"Adı Mutluluk, Link",Aksel BonfilHakan Bonomo,Ersoy Özlevi,Ezgi EyüboğluDilara AksüyekKaan Yıldırım,Türkiye,FOX,Sona erdi,"Adı Mutluluk, Süreç Film imzalı, senaryosu Aksel Bonfil ve Hakan Bonomo tarafından yazılan Türk yapımı gençlik, dram ve romantik komedi türündeki televizyon dizisidir. Başrollerinde Ezgi Eyüboğlu, Dilara Aksüyek ve Kaan Yıldırım yer almıştır. Dizi, 23 Haziran 2015 tarihinde FOX'ta yayımlanmaya başladı. Dizinin yapımcılığını ise Ali Gündoğdu üstlenmiştir.",1,17 (bölümleri listesi),Ali Gündoğdu,23 Haziran 2015 - 13 Ekim 2015,,Atakan Ilgazdağ
"Analar ve Anneler, Link",Berkun Oya,Mehmet Ada Öztekin,Hazar ErgüçlüBinnur KayaOkan YalabıkSinem KobalNazan KesalUlaş Tuna AstepeMetin Akdülger,Türkiye,atv (HD),Yayından kaldırıldı,"Analar ve Anneler, ilk bölümü 22 Ekim 2015 tarihinde ekrana gelen dram türündeki Türk televizyon dizisidir. atv'de yayımlanan dizinin yapımcılığını Ay Yapım  üstlenmektedir.[1] Yönetmenliğini Mehmet Ada Öztekin'in yaptığı dizinin başrollerini Sinem Kobal, Hazar Ergüçlü, Okan Yalabık ve Binnur Kaya paylaşıyor. 1970'li yılların başında geçen dizide Anadolu'nun küçük bir köyünde yaşayan Kader ve İstanbul'da üniversitede okuyan evli bir genç kadın olan Zeliha'nın hayatlarının kesişmesi sonucu ortaya çıkan olaylar anlatılıyor.[2]",1,9 (bölümleri listesi),Kerem Çatay,22 Ekim 2015 (2015-10-22) - 24 Aralık 2015 (2015-12-24),,
"Asla Vazgeçmem, Link",Sırma Yanık  Melis Civelek,Nihat Durak  Aysun Akyüz  Eda Teksöz,Tolgahan Sayışman  Amine Gülşe  Şafak Pekdemir  Ümit Yesin  Ayşegül Günay  Hülya Gülşen Irmak  Tugay Mercan  Taner Rumeli,Türkiye,Show TV (HD),Sona erdi,"Asla Vazgeçmem, Gold Film imzalı, başrollerini Tolgahan Sayışman, Amine Gülşe, Şafak Pekdemir, Ümit Yesin, Ayşegül Günay, Hülya Gülşen Irmak ve Tugay Mercan'ın paylaştığı, 2015-2016 yılları arasında Show TV'de yayımlanan aşk ve drama türündeki Türk televizyon dizisidir.[1] 3 sezondan oluşan dizi, 6 Ekim 2016 tarihinde yayımlanan 59. bölümü final yaparak sona ermiştir.",3,59 (bölümleri listesi),Faruk Turgut,12 Şubat 2015 - 6 Ekim 2016,,
